credit_amount,Country,gender,Age,Balance,annual_income,churn
503,France,Male,29,0,143954.99,0
695,Spain,Male,46,122549.64,56297.85,0
640,France,Female,42,176099.13,8404.73,0
624,Germany,Female,48,122388.38,30020.09,0
667,France,Male,42,0,58137.42,0
642,France,Male,26,0,47472.68,0
640,Spain,Female,32,118879.35,19131.71,0
529,Spain,Male,35,0,187288.5,0
563,France,Female,39,0,17603.81,0
593,Spain,Female,38,88736.44,67020.03,0
739,Germany,Male,45,102703.62,147802.94,1
788,Spain,Female,70,0,41610.62,0
684,Spain,Female,38,0,44255.65,0
482,France,Male,55,97318.25,78416.14,0
591,Spain,Male,58,128468.69,137254.55,0
651,Germany,Female,41,133432.59,151303.48,0
749,Germany,Female,40,141782.57,86333.63,0
583,France,Male,24,135125.28,89801.9,0
661,Spain,Male,42,178820.91,29358.57,1
715,France,Female,31,112212.14,181600.72,0
769,Germany,Female,45,126674.81,124118.71,1
625,France,Female,51,136294.97,38867.46,1
641,France,Female,36,66392.64,31106.67,0
716,Germany,Male,27,122552.34,67611.36,0
767,France,Male,43,76408.85,77837.63,0
745,Germany,Male,36,145071.24,6078.46,0
589,France,Male,34,0,177896.92,0
796,France,Female,45,109730.22,123882.73,0
664,France,Male,57,0,15304.08,0
445,Spain,Male,62,64119.38,76569.64,1
543,Germany,Female,57,106138.33,120657.32,1
746,Spain,Male,36,0,16436.56,0
742,Germany,Male,33,181656.51,107667.91,0
750,France,Female,32,0,95611.47,0
669,France,Male,30,95128.86,19799.26,0
594,Spain,Female,49,126615.94,123214.74,0
574,Spain,Male,36,0,71709.12,0
659,Germany,Male,36,76190.48,149066.14,0
750,Germany,Male,40,168286.81,20451.99,1
626,Germany,Male,35,88109.81,32825.5,0
620,France,Male,42,0,6232.31,0
580,France,Female,35,0,10357.03,0
686,France,Female,34,123971.51,147794.63,0
540,France,Male,48,148116.48,116973.48,0
634,Germany,Male,35,116269.01,129964.94,0
632,Spain,Male,38,120599.21,92816.86,0
501,France,Female,41,144260.5,172114.67,0
650,Spain,Female,25,86605.5,16649.31,1
786,France,Male,34,0,144517.19,0
554,Germany,Female,37,58629.97,182038.6,0
701,Spain,Female,42,0,24210.56,0
474,France,Male,45,0,172175.9,0
621,France,Female,43,0,47578.45,0
672,Spain,Female,56,209767.31,150694.42,1
459,Spain,Female,42,129634.25,177683.02,1
669,France,Male,23,0,66088.83,0
776,France,Female,38,169824.46,169291.7,0
694,France,Male,36,97530.25,117140.41,0
787,France,Female,42,145988.65,79510.37,0
580,France,Male,37,0,77108.66,0
711,France,Female,25,0,9679.28,0
673,France,Female,40,137494.28,81753.92,0
499,France,Female,57,0,131372.38,1
591,France,Male,24,147360,25310.82,0
769,France,Female,25,0,187925.75,0
657,Spain,Male,31,125167.02,98820.39,0
738,Germany,Male,43,121152.05,64166.7,1
545,Germany,Female,60,128981.07,176924.21,1
497,France,Male,47,0,90055.08,0
816,Spain,Male,67,151858.98,72814.31,0
525,France,Male,36,114628.4,168290.06,0
725,France,Male,46,0,161767.38,0
692,France,Female,28,95059.02,44420.18,0
618,France,Female,24,128736.39,37147.61,0
546,France,Male,24,156325.38,125381.02,0
635,France,Male,29,105405.97,149853.89,0
611,France,Female,49,88915.37,161435.02,1
650,France,Male,60,0,102925.76,0
606,France,Male,40,0,70899.27,0
844,France,Male,18,160980.03,145936.28,0
450,Spain,Female,46,177619.71,54227.06,0
727,Spain,Male,38,62276.99,59280.79,0
460,Germany,Male,46,127559.97,126952.5,0
649,France,Male,41,0,130567.02,0
758,Germany,Female,47,95523.16,73294.48,0
490,France,Female,35,107749.03,3937.37,0
815,Germany,Male,37,110777.26,2383.59,0
838,Spain,Female,39,166733.92,14279.44,0
803,France,Male,31,157120.86,141300.53,0
664,Germany,Female,36,127160.78,78140.75,0
736,Spain,Female,28,0,117431.1,0
633,France,Female,37,156091.97,72008.61,0
664,France,Male,58,98668.18,60887.58,0
600,France,Female,43,134022.06,194764.83,0
693,France,Female,35,124151.09,88705.14,1
663,Germany,Female,36,77253.5,35817.97,1
742,Germany,Female,21,114292.48,31520.4,0
710,Germany,Male,43,140080.32,157908.19,1
710,Spain,Female,27,135277.96,142200.15,0
700,France,Female,82,0,182055.36,0
720,Germany,Male,60,115920.62,157552.08,1
684,Spain,Male,41,119782.72,120284.67,0
531,France,Female,63,114715.71,24506.95,1
742,Germany,Female,36,129748.54,47271.61,1
717,France,Male,31,129722.57,41176.6,0
589,France,Male,32,0,9468.64,0
767,France,Male,36,139180.2,123880.19,0
636,Germany,Male,49,113599.74,158887.09,1
648,France,Male,33,134944,117036.38,0
622,Germany,Female,58,116922.25,120415.61,1
692,Spain,Male,28,118945.09,16064.25,1
754,France,Male,28,0,52615.62,0
679,Spain,Female,35,119182.73,121210.09,0
639,France,Male,27,0,192247.35,0
774,France,Female,28,71264.02,68759.57,0
517,France,Male,41,0,75937.47,0
571,France,Female,35,0,84569.13,0
747,Germany,Male,58,116313.57,190696.35,1
792,Spain,Male,36,92140.15,67468.67,0
688,France,Male,26,0,104435.94,0
714,Germany,Male,42,177640.09,47166.55,0
562,Spain,Female,35,0,119899.52,0
704,Spain,Male,48,167997.6,173498.45,0
698,France,Male,36,82275.35,93249.26,0
611,France,Male,49,0,142917.54,0
850,Germany,Female,48,111962.99,111755.8,0
743,Germany,Female,34,131736.88,108543.21,0
654,France,Male,29,0,180345.44,0
761,Germany,Male,36,108239.11,99444.02,0
702,France,Female,46,98444.19,109563.28,0
488,Germany,Male,32,114540.38,92568.07,0
683,France,Female,35,187530.66,37976.36,0
601,Germany,Female,42,133636.16,103315.74,0
605,France,Male,52,0,173952.5,0
671,Germany,Female,44,84745.03,34673.98,0
614,Germany,Female,31,120599.38,46163.44,0
511,Spain,Female,29,0,140676.98,0
850,France,Male,39,127771.35,151738.54,0
790,Spain,Female,46,0,14679.81,1
793,France,Female,33,0,175544.02,0
628,France,Male,69,0,181964.6,0
598,Germany,Male,53,167772.96,136886.86,0
657,France,Female,37,95845.6,122218.23,0
618,France,Female,35,0,180439.75,0
681,Spain,Male,65,134714.7,190419.81,0
516,Spain,Female,33,0,58685.59,0
421,Germany,Male,28,122384.22,89017.38,1
700,France,Female,26,0,50051.42,0
745,France,Male,25,157993.15,146041.45,0
696,France,Male,29,0,191166.09,0
580,Germany,Female,42,123331.36,103516.08,1
497,Spain,Male,27,75263.16,164825.04,0
720,France,Female,43,137824.03,172557.77,0
659,Germany,Male,36,132578.92,84320.94,0
841,France,Female,36,156021.31,122662.98,0
642,Spain,Male,34,0,72085.1,0
732,Spain,Female,69,137453.43,110932.24,1
600,Spain,Male,36,0,143635.36,0
464,Germany,Male,33,164284.72,3710.34,0
680,France,Female,47,0,179843.33,0
758,Spain,Male,56,0,10643.38,0
630,Germany,Female,31,112373.49,131167.98,0
577,France,Female,39,0,10553.31,0
684,France,Female,34,0,130928.22,0
708,Spain,Female,41,0,157003.99,0
732,Germany,Female,29,154333.82,138527.56,0
634,Germany,Male,37,111432.77,167032.49,0
633,France,Female,30,0,41642.29,0
559,France,Male,34,137390.11,9677,0
694,Spain,Female,37,0,147012.22,0
686,Germany,Female,56,111642.08,80553.87,0
553,Spain,Female,48,0,30730.95,1
507,France,Male,36,83543.37,140134.43,0
732,Germany,Male,50,145338.76,91936.1,1
818,France,Female,31,186796.37,178252.63,0
660,Germany,Male,35,58641.43,198674.08,0
773,Spain,Female,41,0,28266.9,1
640,France,Male,44,137148.68,92381.01,0
505,France,Male,49,80001.23,135180.11,0
714,Germany,Male,21,86402.52,27330.59,0
468,France,Female,42,0,125305.34,0
611,Spain,Male,51,122874.74,149648.45,0
705,France,Male,25,97544.29,59887.15,0
646,Germany,Male,46,170826.55,45041.32,0
667,Germany,Female,48,97133.92,113316.77,1
511,Germany,Female,41,153895.65,39087.42,0
653,France,Female,43,0,7330.59,0
675,France,Female,57,0,95463.29,0
523,Spain,Male,32,0,167848.02,0
567,Germany,Female,49,134956.02,93953.84,1
741,Spain,Male,39,143637.58,174227.66,0
456,Spain,Male,32,147506.25,135399.21,0
598,France,Male,64,0,195635.3,1
667,France,Male,43,190227.46,97508.04,1
548,France,Female,32,172448.77,188083.77,1
725,France,Male,41,113980.21,116704.25,0
717,France,Male,53,0,97614.87,0
594,France,Male,38,0,186884.04,0
678,Germany,Female,25,76968.12,131501.72,0
545,France,Male,38,88293.13,24302.95,0
636,France,Female,48,170833.46,110510.28,1
603,Germany,Male,44,108122.39,108488.33,1
435,France,Male,36,0,197015.2,0
535,France,Female,40,0,27689.77,0
629,Germany,Female,45,129818.39,9217.55,1
722,France,Female,35,163943.89,15068.18,0
561,France,Male,28,0,7797.01,0
645,France,Female,38,101430.3,4400.32,0
501,France,Female,39,117301.66,182025.95,0
502,Germany,Female,32,173340.83,122763.95,0
652,Spain,Female,42,0,38152.01,0
574,France,Female,33,134348.57,63163.99,0
518,France,Female,45,105525.65,73418.29,0
749,France,Female,60,0,17978.68,1
679,France,Female,43,0,115136.51,1
565,France,Male,36,106192.1,149575.59,0
643,France,Female,45,45144.43,60917.24,1
515,France,Male,65,92113.61,142548.33,0
521,France,Male,25,0,157878.67,0
739,Spain,Male,38,128366.44,12796.43,0
585,France,Male,42,0,18657.77,0
733,Germany,Male,74,106545.53,134589.58,0
542,France,Female,43,145618.37,10350.74,0
788,Spain,Male,37,141541.25,66013.27,0
435,Germany,Male,32,57017.06,5907.11,0
577,France,Male,42,0,74077.91,0
703,France,Female,51,0,77294.56,1
728,Germany,Female,35,125884.95,54359.02,1
728,Germany,Male,32,61825.5,156124.93,0
718,France,Male,35,0,94820.85,0
621,France,Female,40,0,155155.25,0
523,France,Female,40,102967.41,128702.1,1
657,Germany,Male,25,171770.55,22745.5,0
727,Germany,Male,40,93051.64,71865.31,1
643,France,Male,36,161064.64,84294.82,0
645,France,Female,48,90612.34,149139.13,0
568,France,Male,28,145105.64,185489.11,0
599,France,Male,58,0,176407.15,1
672,France,Female,45,0,92027.69,1
685,France,Male,33,174912.72,43932.54,0
516,France,Female,46,104947.72,115789.25,1
685,Spain,Male,31,135213.71,125777.28,0
806,Spain,Male,25,0,18461.9,0
604,France,Male,36,116229.85,79633.38,0
648,Spain,Female,53,111201.41,121542.29,0
545,Spain,Female,32,0,94739.2,0
756,Germany,Male,27,131899,93302.29,0
569,France,Male,35,124525.52,193793.78,0
596,France,Male,47,0,74835.65,0
475,France,Male,39,0,56999.9,1
646,France,Female,45,47134.75,57236.44,0
784,Spain,Male,35,0,81483.64,0
552,Spain,Male,45,0,26752.56,0
729,France,Male,44,0,9200.54,0
609,Spain,Male,61,0,22447.85,1
555,France,Male,51,0,189122.89,1
572,Germany,Female,19,138657.08,16161.82,0
785,France,Female,34,70302.48,68600.36,0
714,Germany,Female,36,101609.01,447.73,0
738,Spain,Male,35,0,15650.73,0
639,Germany,Male,38,130170.82,149599.62,0
520,Germany,Male,61,133802.29,90304.01,0
764,France,Female,24,106234.02,115676.38,0
661,Spain,Male,39,132628.98,38812.67,0
564,Germany,Male,41,103522.75,34338.21,0
708,Germany,Female,42,192390.52,823.36,0
512,Spain,Male,36,0,135482.26,1
592,Spain,Male,37,0,10656.89,0
619,France,Female,38,0,116467.35,0
775,France,Male,52,109922.61,96823.32,1
850,Germany,Female,44,128605.32,171096.2,0
577,France,Female,37,0,79881.39,0
724,France,Female,37,68598.56,157862.82,0
710,Spain,Male,35,106518.52,127951.81,0
696,France,Female,31,0,191074.11,0
376,France,Female,46,0,157333.69,1
675,Germany,Female,29,121326.42,133457.52,0
745,France,Male,36,67226.37,130789.6,0
697,Spain,Female,25,82931.85,128373.88,0
599,Spain,Female,39,0,194273.2,1
715,France,Female,38,118590.41,5684.17,1
659,France,Male,67,145981.87,131043.2,0
684,France,Female,48,73309.38,21228.34,1
635,France,Female,48,130796.33,43250.3,0
789,Germany,Male,33,151607.56,4389.4,0
571,Germany,Female,66,111577.01,189271.9,0
694,Spain,Male,39,107042.74,102284.2,0
665,Spain,Female,42,156371.61,156774.94,1
706,France,Female,44,129605.99,69865.49,0
807,Spain,Female,43,0,85523.24,0
771,Spain,Female,67,0,51219.8,0
531,Spain,Male,27,132576.25,7222.92,0
629,France,Female,37,129101.3,23971.33,0
850,Germany,Female,31,108822.4,132173.31,0
685,Spain,Male,35,137948.51,113639.64,0
642,Spain,Male,32,100433.8,39768.59,0
529,Spain,Male,63,96134.11,108732.96,1
683,Germany,Female,43,115888.04,117349.19,1
663,France,Female,42,124626.07,78004.5,0
563,France,Female,34,139810.34,152417.79,0
637,Spain,Female,34,0,26057.08,0
544,France,Male,37,84496.71,79972.09,0
649,Germany,Male,70,116854.71,107125.79,0
638,France,Female,48,138333.03,47679.14,0
723,France,Male,25,0,134509.47,0
635,Germany,Male,43,78992.75,153265.31,0
750,Spain,Female,38,97257.41,179883.04,0
730,France,Male,34,122453.37,138882.98,0
750,Spain,Female,36,112940.07,9855.81,0
586,France,Female,43,132558.26,67046.83,1
520,France,Female,38,0,56388.63,0
652,France,Female,48,133297.24,77764.37,0
550,France,Female,46,0,130590.35,0
594,France,Male,27,197041.8,151912.49,0
749,Germany,Female,44,71497.79,151083.8,0
668,France,Male,32,0,777.37,0
614,Germany,Female,35,128100.28,69454.24,1
773,France,Male,25,124532.78,11723.57,0
551,Germany,Male,31,82293.82,91565.25,0
566,France,Male,36,142120.91,79616.37,0
569,Spain,Male,34,151839.26,102299.81,1
659,Spain,Male,31,149620.88,104533.51,0
722,France,Female,49,168197.66,140765.57,1
655,France,Male,37,93147,66214.13,0
615,France,Female,35,97440.02,139816.1,0
752,Germany,Female,42,65046.08,140139.28,0
661,Spain,Female,28,95357.49,102297.15,0
838,Spain,Male,43,123105.88,145765.83,0
610,Spain,Male,29,0,83912.24,0
811,Spain,Male,44,0,78439.73,0
587,Spain,Male,62,121286.27,6776.92,0
811,Germany,Female,28,167738.82,9903.42,0
759,France,Female,38,104091.29,91561.91,0
648,Germany,Female,42,121980.56,4027.02,0
788,France,Female,43,0,116111.51,0
725,Germany,Male,39,50880.98,184023.54,0
646,France,Female,42,175159.9,67124.48,1
601,Germany,Female,26,105514.69,50070.59,0
521,Germany,Male,52,116497.31,53793.1,1
561,Spain,Female,33,0,45261.47,0
564,France,Male,42,99824.45,36721.4,0
444,France,Male,45,0,130009.85,1
650,Spain,Male,71,0,175380.77,0
724,France,Male,40,0,127847.25,1
719,Spain,Male,35,122964.88,138231.7,0
548,France,Female,29,0,48673.18,0
635,Spain,Male,24,0,70668.77,0
496,Spain,Female,43,0,199505.53,0
676,France,Female,37,89634.69,169583.18,1
541,Germany,Male,40,95710.11,49063.42,0
778,Germany,Male,41,139706.31,63337.19,0
850,Germany,Female,45,103909.86,60083.11,1
633,France,Male,31,0,48606.71,0
625,France,Male,49,173434.9,165580.93,1
485,Spain,Male,32,102238.01,194010.12,0
547,France,Female,48,179380.74,69263.1,0
642,France,Male,32,0,88698.83,0
718,France,Female,25,108691.95,63030.97,0
582,France,Female,32,0,59668.81,0
628,France,Male,33,0,184230.23,0
737,Germany,Male,35,133377.8,64050.19,0
828,Spain,Male,34,0,81853.98,0
609,Spain,Male,53,0,154642.91,0
730,France,Male,39,116537.6,145679.6,0
631,France,Female,22,0,30781.77,0
830,Spain,Male,40,0,81622.52,0
645,France,Male,29,130131.08,196474.35,0
663,France,Male,46,0,176276.1,0
678,Spain,Male,30,0,35113.08,0
521,France,Male,30,107316.09,64299.82,0
625,France,Female,24,0,180969.55,0
523,France,Male,30,83181.29,138176.78,0
714,France,Female,72,0,86733.61,0
580,Spain,Male,67,153946.14,7418.92,0
722,France,Male,30,0,166376.54,0
630,Spain,Female,39,135483.17,140881.2,1
579,France,Male,35,0,4460.2,0
670,France,Female,38,119624.54,110472.12,0
588,Spain,Male,34,121132.26,86460.28,0
807,Spain,Female,42,0,16500.66,1
726,France,Female,48,0,114020.06,1
812,Germany,Male,25,54817.55,131660.31,0
631,Germany,Male,40,107949.45,52449.62,1
682,France,Male,30,0,161465.31,0
625,Spain,Female,49,80816.45,20018.79,0
607,Germany,Male,38,98205.77,176318.27,0
600,Spain,Female,50,94684.27,50488.91,0
602,Spain,Female,22,141604.76,30379.6,0
545,Spain,Female,74,0,161326.73,0
675,Spain,Male,33,0,45348.08,0
581,France,Female,47,122949.14,180251.68,1
640,Germany,Male,33,81677.22,34925.56,0
850,France,Male,38,80293.98,126555.74,0
490,Spain,Female,48,155413.06,187921.3,0
710,Spain,Female,38,0,136390.88,0
613,Germany,Male,38,67111.65,78566.64,1
812,France,Male,34,103818.43,166038.27,0
723,France,Female,20,0,140385.33,0
512,France,Male,36,152169.12,38629.3,1
731,France,Female,52,0,24998.75,1
650,Germany,Male,26,214346.96,128815.33,0
594,France,Male,57,0,19376.56,1
844,France,Male,40,113348.14,31904.31,1
686,Germany,Female,47,170935.94,173179.79,1
695,Germany,Male,52,103023.26,22485.64,0
624,Spain,Female,23,0,196668.51,0
503,Spain,Male,37,0,136506.86,0
535,France,Female,31,111855.04,36278.89,0
743,Germany,Female,32,140348.56,163254.39,0
702,Spain,Male,39,0,99654.13,0
658,France,Male,29,145512.84,20207.02,0
677,Germany,Female,41,146720.98,4195.84,0
664,France,Male,32,107209.73,112340.2,0
766,Germany,Female,38,130933.74,2035.94,0
461,Spain,Female,35,0,132295.95,0
688,Spain,Male,36,89772.3,177383.68,1
678,France,Female,32,0,90284.47,0
796,France,Male,24,0,61349.37,0
803,France,Male,42,0,196466.83,1
712,France,Male,36,100749.5,70758.37,1
498,France,Female,31,0,13892.57,0
850,Spain,Male,22,0,9684.52,0
628,France,Female,51,123981.31,40546.15,0
539,Germany,Female,34,91622.42,136603.42,0
732,France,Male,36,126195.81,133172.48,0
715,France,Male,41,94267.9,152821.12,1
651,France,Male,40,0,147715.83,0
813,France,Male,34,0,43169.15,0
692,France,Male,29,0,76755.99,1
756,Germany,Female,39,100717.85,73406.04,1
543,France,Male,36,0,176728.28,0
790,France,Female,26,141581.71,98309.27,0
494,Spain,Male,38,0,6203.66,0
850,France,Female,39,148586.64,176791.27,0
703,Spain,Male,29,0,50679.48,0
432,Spain,Male,38,0,150580.88,0
512,Germany,Female,32,123403.85,80120.19,0
589,France,Male,28,0,151645.96,0
514,France,Female,46,106511.85,55072.32,0
678,France,Female,38,0,115068.99,0
420,Germany,Female,34,135549.9,149471.13,1
679,Germany,Male,38,110555.37,46522.68,0
595,France,Male,31,0,189995.86,0
713,France,Female,52,185891.54,46369.57,1
833,Germany,Male,59,130854.59,30722.52,1
690,France,Female,42,92578.14,70810.6,0
731,Germany,Female,21,132312.06,106663.46,1
608,France,Female,62,144976.5,175836.03,1
479,Spain,Male,48,87070.23,85646.41,0
519,France,Male,42,0,101485.72,0
731,France,Female,47,115414.19,191734.67,1
617,Spain,Male,61,91070.43,101839.77,0
756,Spain,Male,29,117412.19,4888.91,0
848,Germany,Male,31,90018.45,193132.98,0
809,France,Female,24,0,193518.76,0
698,Germany,Male,56,112414.81,93982.02,1
779,Germany,Male,33,158456.76,197000.92,1
606,Spain,Male,35,0,106837.06,1
612,Germany,Female,58,149641.53,115161.28,0
663,Spain,Female,33,122528.18,196260.3,0
549,Germany,Female,45,143734.01,96404.38,0
675,France,Female,32,155663.31,97658.66,0
669,France,Female,35,0,49108.23,1
571,Germany,Female,34,101736.66,195651.66,0
500,Spain,Male,37,125822.21,111698,0
628,France,Male,37,0,171707.93,0
559,France,Male,34,0,66721.98,0
769,France,Female,27,0,57876.05,0
733,Germany,Male,31,157791.07,177994.81,0
750,France,Male,22,0,105125.65,0
583,France,Female,42,0,17439.66,0
468,Germany,Male,42,181627.14,172668.39,0
727,Spain,Female,57,109679.72,753.37,0
618,France,Female,37,96652.86,98686.4,1
617,France,Male,40,190008.32,107047.92,0
793,Spain,Male,41,0,152153.74,0
630,France,Male,43,0,34338.04,0
765,Germany,Male,43,148962.76,173878.87,1
546,France,Male,28,0,159254.29,0
614,Germany,Female,30,131344.52,54776.64,0
593,Germany,Female,29,101713.84,134594.99,0
613,Spain,Male,34,0,41724.72,0
655,France,Male,38,0,110527.71,0
